model,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
xgboost_regressor,21.421973507997805,27.07690516143259,0.334566242725431,21.9890569537337,28.953120156989396,0.46266208348106375
linear_regression,34.28087254568617,42.22683083946662,-0.6205097661777835,24.306654063050704,30.283903950165822,0.4121311318051585
