model,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
gradient_boosting_regressor,19.474171748508873,24.92024796652978,0.40374024916021106,21.209040986879184,28.119744966929545,0.49314994646725097
xgboost_regressor,20.693967378577064,26.355501962803586,0.33210101905164136,21.294513896884673,28.187518808381853,0.4907037954381308
xgboost_regressor_tuned,18.848810977139664,24.406858573958303,0.43427644833954726,20.707682951761058,28.324759571028775,0.4857323499546453
random_forest_regressor_tuned,18.569732575397605,23.7538076328319,0.4707745089325486,21.24122311393929,28.896804690511512,0.4647503562562645
gradient_boosting_regressor_tuned,18.852880168468587,24.341663081176762,0.4402522710290236,21.04620285318988,28.938482273395614,0.4632052720247932
random_forest_regressor,20.711199551830322,27.11071933080546,0.30554742567064563,21.75578819726686,29.92920029700652,0.4258214461645975
extra_trees_regressor_tuned,21.028118411380394,25.921035435511186,0.3658964481719913,23.78540327804663,30.062760667975105,0.4206854177669237
linear_regression,26.953098416224854,33.60217629297018,-0.10375233883133397,24.3065838363178,30.28380204675058,0.4121350880813831
extra_trees_regressor,19.867908567628135,25.71558083141086,0.3786112879228807,22.401674044086196,30.437173873044404,0.4061655452348846
