model,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
xgboost_regressor,17.585525624335414,23.62868614000502,0.32868551827601794,17.67607662775745,27.125308843845456,0.4128090929264543
linear_regression,36.85915815161996,45.113840850138786,-1.5682702253622736,28.927766931765273,36.38572555366005,-0.0565547752697424
