model,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
random_forest_regressor_tuned,15.341819808475103,20.606388313280412,0.4826487855937816,15.424073250882666,22.9683051262326,0.5789944352170344
random_forest_regressor,17.444862338817643,24.058989864342507,0.3046347669431138,16.78586911680195,26.228429985556897,0.45099723974630124
extra_trees_regressor,16.551984528999178,23.328411704555368,0.3346382159698255,17.79460844339496,26.390414859271008,0.4441950974998434
xgboost_regressor_tuned,15.403760196055073,21.269127362981656,0.4475749160764453,17.89015438948592,26.48026719228039,0.4404039192043667
xgboost_regressor,16.870458948489254,23.023206688292362,0.35543082669691795,17.566571826804175,27.0704099418469,0.4151835185888978
gradient_boosting_regressor,16.16078703500511,21.779593808550416,0.42358858719459874,18.074237393577103,27.67934996851429,0.3885770840777203
linear_regression,29.919814490947008,37.51645087091369,-0.8017153883350917,28.927766931765273,36.38572555366005,-0.0565547752697424
