model,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_brier,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_brier,test_log_loss,calibrated_test_accuracy,calibrated_test_precision,calibrated_test_recall,calibrated_test_f1,calibrated_test_roc_auc,calibrated_test_brier,calibrated_test_log_loss,selected_calibration_method
xgboost_classifier,0.7435532745360812,0.7419123818044252,0.7486695446009389,0.7447580175649641,0.8295158211637154,0.17445595322244634,0.7557077625570776,0.7940762463343108,0.7455396475770925,0.7690428855438796,0.8553610093283279,0.15942185636218112,0.4781634726194893,0.7744232155731795,0.7834069501357033,0.8106277533039647,0.796784931395632,0.8663727382430572,0.15043897026181488,0.45774700270412827,isotonic
logistic_regression,0.7424340810044195,0.736038646129657,0.7564127586211291,0.7459654169996854,0.8235640332952556,0.1779168031519912,0.7740927661619803,0.8105300023348121,0.764647577092511,0.7869205485662473,0.8655971648394784,0.15245758886948682,0.46764302584239287,0.7795001201634223,0.8062726449275363,0.7842511013215859,0.795109423849933,0.8660131252227685,0.15183404884636478,0.4670462763749059,isotonic
