model,cv_mae,cv_rmse,cv_r2,test_mae,test_rmse,test_r2
xgboost_regressor,12.76743369336844,18.805137006054277,0.6241037734230872,11.517889773596348,17.23557992465872,0.6447457649764421
linear_regression,14.753695545179177,19.88798616576236,0.5803790883301346,13.796773882923679,19.082498304087466,0.5645303147390254
