match_id,season,match_no,innings,over,runs_of_bat,extras,wide,noballs,legbyes,byes,phase,date,venue,batting_team,bowling_team,striker,bowler,wicket_type,player_dismissed,fielder,over_no,ball_no,ball_runs,wicket_event,legal_delivery,current_score,current_wickets,balls_bowled,balls_remaining,wickets_remaining,current_run_rate,run_rate,last_30_runs,winner,target,first_innings_total,second_innings_total,runs_required,required_run_rate,pressure_index,projected_score,win_probability
335982,2007,1,1,5.4,0,0,0,0,0,0,Powerplay,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,Z Khan,,,,5,4,0,0,1,61,1,34,86,9,10.764705882352942,10.764705882352942,59.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-2.414705882352942,189.12471001569162,
335982,2007,1,1,5.5,0,0,0,0,0,0,Powerplay,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,Z Khan,,,,5,5,0,0,1,61,1,35,85,9,10.457142857142856,10.457142857142856,58.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-2.107142857142857,187.76359863158297,
335982,2007,1,1,5.6,0,0,0,0,0,0,Powerplay,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,Z Khan,,,,5,6,0,0,1,61,1,36,84,9,10.166666666666666,10.166666666666666,58.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.816666666666666,186.3602021220234,
335982,2007,1,1,6.1,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,AA Noffke,,,,6,1,1,0,1,62,1,37,83,9,10.054054054054054,10.054054054054054,55.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.7040540540540543,187.3533517491132,
335982,2007,1,1,6.2,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,AA Noffke,,,,6,2,1,0,1,63,1,38,82,9,9.947368421052632,9.947368421052632,52.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.5973684210526318,187.31212726382978,
335982,2007,1,1,6.3,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,AA Noffke,,,,6,3,1,0,1,64,1,39,81,9,9.846153846153848,9.846153846153848,47.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.4961538461538466,187.42292095762707,
335982,2007,1,1,6.4,2,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,AA Noffke,,,,6,4,2,0,1,66,1,40,80,9,9.9,9.9,45.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.5500000000000005,188.41887770457114,
335982,2007,1,1,6.5,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,AA Noffke,,,,6,5,1,0,1,67,1,41,79,9,9.804878048780488,9.804878048780488,46.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.4548780487804875,188.11190617572822,
335982,2007,1,1,6.6,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,AA Noffke,,,,6,6,1,0,1,68,1,42,78,9,9.714285714285714,9.714285714285714,47.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.3642857142857134,187.81264092416984,
335982,2007,1,1,7.1,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,Z Khan,,,,7,1,0,0,1,68,1,43,77,9,9.488372093023257,9.488372093023257,47.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.1383720930232566,186.5190852887502,
335982,2007,1,1,7.2,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,Z Khan,,,,7,2,1,0,1,69,1,44,76,9,9.409090909090908,9.409090909090908,47.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-1.0590909090909082,186.3104189080024,
335982,2007,1,1,7.3,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,Z Khan,,,,7,3,1,0,1,70,1,45,75,9,9.333333333333334,9.333333333333334,44.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.983333333333334,186.32181260202142,
335982,2007,1,1,7.4,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,Z Khan,,,,7,4,1,0,1,71,1,46,74,9,9.26086956521739,9.26086956521739,44.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.9108695652173908,186.124744751533,
335982,2007,1,1,7.5,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,Z Khan,,,,7,5,1,0,1,72,1,47,73,9,9.191489361702128,9.191489361702128,45.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.8414893617021285,185.86156788737208,
335982,2007,1,1,7.6,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,Z Khan,,,,7,6,1,0,1,73,1,48,72,9,9.125,9.125,41.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.775,185.96008478612347,
335982,2007,1,1,8.1,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,8,1,0,0,1,73,1,49,71,9,8.938775510204081,8.938775510204081,35.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.5887755102040814,185.16218328120686,
335982,2007,1,1,8.2,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,8,2,0,0,1,73,1,50,70,9,8.76,8.76,34.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.4099999999999998,184.02017924364347,
335982,2007,1,1,8.3,0,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,8,3,0,0,1,73,1,51,69,9,8.588235294117647,8.588235294117647,30.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.2382352941176467,183.10416807871636,
335982,2007,1,1,8.4,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,8,4,1,0,1,74,1,52,68,9,8.538461538461538,8.538461538461538,31.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.1884615384615383,182.87434783895645,
335982,2007,1,1,8.5,1,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,RT Ponting,JH Kallis,,,,8,5,1,0,1,75,1,53,67,9,8.49056603773585,8.49056603773585,31.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.1405660377358494,182.71907820063825,
335982,2007,1,1,8.6,2,0,0,0,0,0,Middle Overs,2008-04-18,M Chinnaswamy Stadium,KOLKATA KNIGHT RIDERS,ROYAL CHALLENGERS BANGALORE,BB McCullum,JH Kallis,,,,8,6,2,0,1,77,1,54,66,9,8.555555555555555,8.555555555555555,27.0,KOLKATA KNIGHT RIDERS,223.0,222.0,82.0,,,-0.2055555555555553,183.87670347117125,
